"case","event","startTime","completeTime"
"case_75","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_75","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_75","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_75","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_75","S6","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_75","S7","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_75","S8","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_75","S10","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_75","S13","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_75","S15","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_75","S17","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_75","S19","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_75","S23","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_75","S24","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_37","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_37","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_37","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_37","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_37","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_37","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_37","S3","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_37","S1","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_37","S2","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_37","S3","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_37","S1","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_37","S2","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_37","S3","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_37","S1","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_37","S2","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_37","S4","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_37","S5","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_37","S6","1970/01/01 18:00:00.000","1970/01/01 18:00:00.000"
"case_37","S7","1970/01/01 19:00:00.000","1970/01/01 19:00:00.000"
"case_37","S8","1970/01/01 20:00:00.000","1970/01/01 20:00:00.000"
"case_37","S9","1970/01/01 21:00:00.000","1970/01/01 21:00:00.000"
"case_37","S13","1970/01/01 22:00:00.000","1970/01/01 22:00:00.000"
"case_37","S14","1970/01/01 23:00:00.000","1970/01/01 23:00:00.000"
"case_37","S24","1970/01/02 00:00:00.000","1970/01/02 00:00:00.000"
"case_33","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_33","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_33","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_33","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_33","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_33","S6","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_33","S7","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_33","S8","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_33","S10","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_33","S13","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_33","S14","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_33","S24","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_81","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_81","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_81","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_81","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_81","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_81","S12","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_81","S13","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_81","S14","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_81","S24","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_95","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_95","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_95","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_95","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_95","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_95","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_95","S3","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_95","S1","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_95","S2","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_95","S3","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_95","S1","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_95","S2","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_95","S3","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_95","S1","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_95","S2","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_95","S4","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_95","S5","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_95","S6","1970/01/01 18:00:00.000","1970/01/01 18:00:00.000"
"case_95","S7","1970/01/01 19:00:00.000","1970/01/01 19:00:00.000"
"case_95","S8","1970/01/01 20:00:00.000","1970/01/01 20:00:00.000"
"case_95","S9","1970/01/01 21:00:00.000","1970/01/01 21:00:00.000"
"case_95","S13","1970/01/01 22:00:00.000","1970/01/01 22:00:00.000"
"case_95","S14","1970/01/01 23:00:00.000","1970/01/01 23:00:00.000"
"case_95","S24","1970/01/02 00:00:00.000","1970/01/02 00:00:00.000"
"case_29","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_29","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_29","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_29","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_29","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_29","S6","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_29","S7","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_29","S8","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_29","S9","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_29","S13","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_29","S14","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_29","S24","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_12","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_12","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_12","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_12","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_12","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_12","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_12","S3","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_12","S1","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_12","S2","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_12","S3","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_12","S1","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_12","S2","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_12","S3","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_12","S1","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_12","S2","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_12","S4","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_12","S5","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_12","S6","1970/01/01 18:00:00.000","1970/01/01 18:00:00.000"
"case_12","S7","1970/01/01 19:00:00.000","1970/01/01 19:00:00.000"
"case_12","S11","1970/01/01 20:00:00.000","1970/01/01 20:00:00.000"
"case_12","S13","1970/01/01 21:00:00.000","1970/01/01 21:00:00.000"
"case_12","S15","1970/01/01 22:00:00.000","1970/01/01 22:00:00.000"
"case_12","S17","1970/01/01 23:00:00.000","1970/01/01 23:00:00.000"
"case_12","S20","1970/01/02 00:00:00.000","1970/01/02 00:00:00.000"
"case_12","S23","1970/01/02 01:00:00.000","1970/01/02 01:00:00.000"
"case_12","S24","1970/01/02 02:00:00.000","1970/01/02 02:00:00.000"
"case_73","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_73","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_73","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_73","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_73","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_73","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_73","S4","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_73","S5","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_73","S6","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_73","S7","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_73","S11","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_73","S13","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_73","S15","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_73","S16","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_73","S17","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_73","S18","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_73","S23","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_73","S24","1970/01/01 18:00:00.000","1970/01/01 18:00:00.000"
"case_98","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_98","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_98","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_98","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_98","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_98","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_98","S4","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_98","S5","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_98","S6","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_98","S7","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_98","S11","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_98","S13","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_98","S14","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_98","S24","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_25","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_25","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_25","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_25","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_25","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_25","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_25","S4","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_25","S5","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_25","S12","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_25","S13","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_25","S14","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_25","S24","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_78","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_78","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_78","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_78","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_78","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_78","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_78","S3","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_78","S1","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_78","S2","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_78","S4","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_78","S5","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_78","S6","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_78","S7","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_78","S8","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_78","S10","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_78","S13","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_78","S15","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_78","S17","1970/01/01 18:00:00.000","1970/01/01 18:00:00.000"
"case_78","S20","1970/01/01 19:00:00.000","1970/01/01 19:00:00.000"
"case_78","S23","1970/01/01 20:00:00.000","1970/01/01 20:00:00.000"
"case_78","S24","1970/01/01 21:00:00.000","1970/01/01 21:00:00.000"
"case_92","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_92","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_92","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_92","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_92","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_92","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_92","S3","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_92","S1","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_92","S2","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_92","S4","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_92","S5","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_92","S12","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_92","S13","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_92","S15","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_92","S16","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_92","S17","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_92","S18","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_92","S23","1970/01/01 18:00:00.000","1970/01/01 18:00:00.000"
"case_92","S24","1970/01/01 19:00:00.000","1970/01/01 19:00:00.000"
"case_21","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_21","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_21","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_21","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_21","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_21","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_21","S3","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_21","S1","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_21","S2","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_21","S3","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_21","S1","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_21","S2","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_21","S3","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_21","S1","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_21","S2","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_21","S4","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_21","S5","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_21","S12","1970/01/01 18:00:00.000","1970/01/01 18:00:00.000"
"case_21","S13","1970/01/01 19:00:00.000","1970/01/01 19:00:00.000"
"case_21","S15","1970/01/01 20:00:00.000","1970/01/01 20:00:00.000"
"case_21","S17","1970/01/01 21:00:00.000","1970/01/01 21:00:00.000"
"case_21","S20","1970/01/01 22:00:00.000","1970/01/01 22:00:00.000"
"case_21","S23","1970/01/01 23:00:00.000","1970/01/01 23:00:00.000"
"case_21","S24","1970/01/02 00:00:00.000","1970/01/02 00:00:00.000"
"case_17","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_17","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_17","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_17","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_17","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_17","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_17","S4","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_17","S5","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_17","S12","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_17","S13","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_17","S15","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_17","S16","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_17","S17","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_17","S19","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_17","S23","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_17","S24","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_27","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_27","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_27","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_27","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_27","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_27","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_27","S4","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_27","S5","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_27","S6","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_27","S7","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_27","S11","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_27","S13","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_27","S14","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_27","S24","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_53","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_53","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_53","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_53","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_53","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_53","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_53","S4","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_53","S5","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_53","S6","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_53","S7","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_53","S11","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_53","S13","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_53","S14","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_53","S24","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_60","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_60","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_60","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_60","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_60","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_60","S6","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_60","S7","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_60","S11","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_60","S13","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_60","S15","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_60","S17","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_60","S21","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_60","S20","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_60","S23","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_60","S24","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_48","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_48","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_48","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_48","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_48","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_48","S12","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_48","S13","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_48","S14","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_48","S24","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_2","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_2","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_2","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_2","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_2","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_2","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_2","S4","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_2","S5","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_2","S6","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_2","S7","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_2","S11","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_2","S13","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_2","S15","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_2","S16","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_2","S17","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_2","S20","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_2","S23","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_2","S24","1970/01/01 18:00:00.000","1970/01/01 18:00:00.000"
"case_46","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_46","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_46","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_46","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_46","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_46","S12","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_46","S13","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_46","S15","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_46","S16","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_46","S17","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_46","S19","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_46","S23","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_46","S24","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_61","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_61","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_61","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_61","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_61","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_61","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_61","S3","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_61","S1","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_61","S2","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_61","S4","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_61","S5","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_61","S6","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_61","S7","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_61","S8","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_61","S9","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_61","S13","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_61","S14","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_61","S24","1970/01/01 18:00:00.000","1970/01/01 18:00:00.000"
"case_42","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_42","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_42","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_42","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_42","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_42","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_42","S4","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_42","S5","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_42","S6","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_42","S7","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_42","S8","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_42","S9","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
